node	value
LC380180	Zambia
KR906752	Tanzania
KR906748	Tanzania
DQ420624	Madagascar
KX148209	Madagascar
KU055519	Madagascar
KC787065	Madagascar
DQ420623	Madagascar
KC787066	Madagascar
KX148210	Madagascar
MN991295	Madagascar
MN991294	Madagascar
MN991297	Madagascar
MN991296	Madagascar
KC787053	Madagascar
KC787050	Madagascar
KC787059	Madagascar
KC787064	Madagascar
KC787061	Madagascar
KC787062	Madagascar
KC787057	Madagascar
KC787063	Madagascar
KC787060	Madagascar
KC787055	Madagascar
KC787051	Madagascar
KC787074	Madagascar
KC787052	Madagascar
KC787058	Madagascar
KC787054	Madagascar
KC787070	Madagascar
KC787073	Madagascar
KC787071	Madagascar
KC787068	Madagascar
KC787067	Madagascar
KX148211	Madagascar
KC787069	Madagascar
KC787072	Madagascar
MZ418066	Ethiopia
MZ418072	Ethiopia
MZ418067	Ethiopia
MZ418071	Ethiopia
MZ418069	Ethiopia
MZ418068	Ethiopia
MZ418070	Ethiopia
MZ418062	Ethiopia
MZ418074	Ethiopia
MZ418073	Ethiopia
MZ418063	Ethiopia
MZ418065	Ethiopia
MZ418064	Ethiopia
MZ418061	Ethiopia
MZ418060	Ethiopia
MZ418058	Ethiopia
MZ418059	Ethiopia
MZ418057	Ethiopia
MZ418041	Ethiopia
MZ418037	Ethiopia
MZ418051	Ethiopia
MZ418038	Ethiopia
MZ418045	Ethiopia
MZ418044	Ethiopia
MZ418047	Ethiopia
MZ418049	Ethiopia
MZ418046	Ethiopia
MZ418043	Ethiopia
MZ418042	Ethiopia
MZ418050	Ethiopia
MZ418040	Ethiopia
MZ418054	Ethiopia
MZ418052	Ethiopia
MZ418056	Ethiopia
MZ418053	Ethiopia
MZ418055	Ethiopia
MZ418075	Ethiopia
MZ418020	Ethiopia
MZ418017	Ethiopia
MZ418018	Ethiopia
MZ418021	Ethiopia
MZ418023	Ethiopia
MZ418024	Ethiopia
MZ418025	Ethiopia
MZ418013	Ethiopia
MZ418014	Ethiopia
MZ418015	Ethiopia
MZ418009	Ethiopia
MZ418027	Ethiopia
MZ418026	Ethiopia
MZ418022	Ethiopia
MZ418010	Ethiopia
MZ418012	Ethiopia
MZ418011	Ethiopia
MZ418029	Ethiopia
MZ418034	Ethiopia
MZ418032	Ethiopia
MZ418031	Ethiopia
MZ418028	Ethiopia
MZ418035	Ethiopia
MZ418036	Ethiopia
MZ417986	Ethiopia
MZ417992	Ethiopia
MZ417991	Ethiopia
MZ417989	Ethiopia
MZ417987	Ethiopia
MZ417990	Ethiopia
MZ417988	Ethiopia
MZ417985	Ethiopia
MZ417993	Ethiopia
MZ417971	Ethiopia
MZ417981	Ethiopia
MZ417977	Ethiopia
MZ417972	Ethiopia
MZ417983	Ethiopia
MZ417975	Ethiopia
MZ417973	Ethiopia
MZ417982	Ethiopia
MZ417978	Ethiopia
MZ417976	Ethiopia
MZ417979	Ethiopia
MZ417974	Ethiopia
MZ417970	Ethiopia
MZ417958	Ethiopia
MZ417956	Ethiopia
MZ417957	Ethiopia
MZ417961	Ethiopia
MZ417959	Ethiopia
MZ418003	Ethiopia
MZ418002	Ethiopia
MZ418001	Ethiopia
MZ418000	Ethiopia
MZ417998	Ethiopia
MZ417999	Ethiopia
MZ417965	Ethiopia
MZ417964	Ethiopia
MZ417968	Ethiopia
MZ417967	Ethiopia
MZ417966	Ethiopia
MZ417969	Ethiopia
MZ418080	Ethiopia
MZ418082	Ethiopia
MZ418081	Ethiopia
MZ418008	Ethiopia
MZ418007	Ethiopia
MZ418006	Ethiopia
MZ417995	Ethiopia
MZ417997	Ethiopia
MZ417996	Ethiopia
MZ417948	Ethiopia
MZ417947	Ethiopia
MZ417953	Ethiopia
MZ417952	Ethiopia
MZ417946	Ethiopia
MZ417945	Ethiopia
MZ417906	Ethiopia
MZ417912	Ethiopia
MZ417915	Ethiopia
MZ417917	Ethiopia
MZ417896	Ethiopia
MZ417879	Ethiopia
MZ417894	Ethiopia
MZ417878	Ethiopia
MZ417892	Ethiopia
MZ417934	Ethiopia
MZ417902	Ethiopia
MZ417932	Ethiopia
MZ417909	Ethiopia
MZ417881	Ethiopia
MZ417885	Ethiopia
MZ417887	Ethiopia
MZ417938	Ethiopia
MZ417930	Ethiopia
MZ417916	Ethiopia
MZ417925	Ethiopia
MZ417935	Ethiopia
MZ417901	Ethiopia
MZ417939	Ethiopia
MZ417927	Ethiopia
MZ417886	Ethiopia
MZ417937	Ethiopia
MZ417891	Ethiopia
MZ417899	Ethiopia
MZ417920	Ethiopia
MZ417888	Ethiopia
MZ417884	Ethiopia
MZ417922	Ethiopia
MZ417942	Ethiopia
MZ417926	Ethiopia
MZ417943	Ethiopia
MZ417911	Ethiopia
MZ417876	Ethiopia
MZ417963	Ethiopia
MZ417949	Ethiopia
MZ417994	Ethiopia
MZ418004	Ethiopia
MZ417962	Ethiopia
MZ417944	Ethiopia
MZ417951	Ethiopia
MZ417954	Ethiopia
MZ417950	Ethiopia
MZ417877	Ethiopia
MZ417890	Ethiopia
MZ417918	Ethiopia
MZ417883	Ethiopia
MZ417882	Ethiopia
MZ417940	Ethiopia
MZ417889	Ethiopia
MZ417933	Ethiopia
MZ417893	Ethiopia
MZ417919	Ethiopia
MZ417897	Ethiopia
MZ417941	Ethiopia
MZ417913	Ethiopia
MZ417936	Ethiopia
MZ417910	Ethiopia
MZ417931	Ethiopia
MZ417923	Ethiopia
MZ417928	Ethiopia
MZ417898	Ethiopia
MZ417880	Ethiopia
MZ417907	Ethiopia
MZ417900	Ethiopia
MZ417914	Ethiopia
MZ417904	Ethiopia
MZ417921	Ethiopia
MZ417905	Ethiopia
MZ418079	Ethiopia
MZ418078	Ethiopia
MZ418077	Ethiopia
MZ418076	Ethiopia
MZ418083	Ethiopia
MZ418088	Ethiopia
MZ418089	Ethiopia
MZ418084	Ethiopia
MZ418098	Ethiopia
MZ418097	Ethiopia
MZ418096	Ethiopia
MZ418095	Ethiopia
EU853581	Ethiopia
MZ418086	Ethiopia
KP723638	Ethiopia
GU062189	Ethiopia
MZ418087	Ethiopia
EU853580	Ethiopia
MZ418092	Ethiopia
MZ418091	Ethiopia
MZ418093	Ethiopia
MZ418094	Ethiopia
KX148200	Ethiopia
KX148199	Somalia
KX148198	Somalia
DQ900577	Tanzania
MW055049	Kenya
MN726805	Kenya
MW055054	Kenya
MW074785	Kenya
MW055057	Kenya
MW055055	Kenya
MW055052	Kenya
MN726812	Kenya
MW055050	Kenya
MN726830	Kenya
MW055056	Kenya
MW055053	Kenya
MN726819	Kenya
MW055051	Kenya
MW055122	Kenya
MW055118	Kenya
MW055123	Kenya
MW055119	Kenya
MW055121	Kenya
MW055120	Kenya
KJ133672	Uganda
KJ133669	Uganda
AB505879	Uganda
AB505881	Uganda
KJ133660	Uganda
KJ133683	Uganda
KJ133667	Uganda
KJ133676	Uganda
FJ947009	Sudan
FJ947008	Sudan
FJ947029	Sudan
FJ947017	Sudan
FJ947016	Sudan
FJ947004	Sudan
FJ947006	Sudan
FJ947018	Sudan
FJ947022	Sudan
FJ947020	Sudan
FJ947011	Sudan
FJ947013	Sudan
FJ947014	Sudan
FJ947023	Sudan
FJ947012	Sudan
FJ947010	Sudan
FJ947019	Sudan
FJ947015	Sudan
FJ947024	Sudan
FJ947021	Sudan
FJ947005	Sudan
FJ947026	Sudan
FJ947025	Sudan
FJ947028	Sudan
FJ947027	Sudan
EU643557	Tunisia
EU643556	Tunisia
EU643588	Tunisia
EU643558	Tunisia
MK981888	Tunisia
EU853578	Tunisia
KU739050	Tunisia
EU643561	Tunisia
EU643560	Tunisia
EU643559	Tunisia
EU853579	Tunisia
KF831519	Tunisia
KF831545	Tunisia
EU853575	Tunisia
EU853576	Tunisia
EU853574	Tunisia
EU853573	Tunisia
EU853577	Tunisia
MN549362	Mexico
EU643573	Tunisia
EU643574	Tunisia
EU643576	Tunisia
EU643569	Tunisia
EU643575	Tunisia
EU643580	Tunisia
EU643579	Tunisia
EU643582	Tunisia
EU643581	Tunisia
EU643567	Tunisia
EU643578	Tunisia
EU643566	Tunisia
EU643563	Tunisia
EU643568	Tunisia
EU643564	Tunisia
EU643577	Tunisia
EU643565	Tunisia
EU643585	Tunisia
EU643586	Tunisia
EU643584	Tunisia
EU643583	Tunisia
EU853566	Tunisia
EU643587	Tunisia
KU055515	Morocco
EU853567	Algeria
EU853568	Algeria
KX148197	Algeria
EU851123	Spain
KU739044	Spain
EU851124	Spain
EU851125	Spain
EU851126	Spain
EU851121	Spain
EU851120	Spain
KX148193	Morocco
EU851122	Spain
EU851128	Spain
MW074787	Kenya
MW055112	Kenya
KX148194	Morocco
EU851129	Spain
EU851127	Spain
EU853569	Morocco
KX148196	Morocco
KX148195	Morocco
EU853570	Morocco
KF155001	Morocco
EU853571	Morocco
EU853572	Morocco
FJ561730	China
MF781074	Russia
MF537537	Cameroon
KT119793	Cameroon
MF537538	Cameroon
KT119789	Cameroon
KT119792	Cameroon
KT119795	Cameroon
MF537550	Cameroon
MF537554	Cameroon
MF537551	Cameroon
MF537549	Cameroon
MF537541	Cameroon
MF537536	Cameroon
MF537533	Cameroon
MF537543	Cameroon
MF537548	Cameroon
MF537552	Cameroon
MF537542	Cameroon
MF537534	Cameroon
MF537539	Cameroon
MF537540	Cameroon
MF537535	Cameroon
MF537553	Cameroon
KT119788	Cameroon
KT119794	Cameroon
EU296439	Tanzania
EU296435	Tanzania
MW074786	Kenya
EU296436	Tanzania
EU296438	Tanzania
MF537558	Cameroon
MF537559	Cameroon
MF537544	Cameroon
MF537520	Cameroon
MF537519	Cameroon
MF537523	Cameroon
MF537521	Cameroon
MF537524	Cameroon
MF537545	Cameroon
MF537525	Cameroon
MF537528	Cameroon
MF537526	Cameroon
MF537527	Cameroon
MF537522	Cameroon
MF537546	Cameroon
KT119787	Cameroon
KT119791	Cameroon
KT119790	Cameroon
MF537555	Cameroon
MF537556	Cameroon
MF537557	Cameroon
MF537547	Cameroon
MF537529	Cameroon
MF537513	Cameroon
MF537514	Cameroon
MF537510	Cameroon
MF537512	Cameroon
MF537515	Cameroon
MF537508	Cameroon
MF537505	Cameroon
MF537531	Cameroon
MF537532	Cameroon
MF537530	Cameroon
MF537518	Cameroon
MF537506	Cameroon
MF537507	Cameroon
MF537509	Cameroon
MF537511	Cameroon
MF537516	Cameroon
MF537517	Cameroon
MW553267	Gabon
KT119782	Cameroon
MW553268	Gabon
HM368160	Ghana
HM368156	Ghana
HM368141	Ghana
HM368147	Ghana
HM368137	Ghana
HQ256770	Ghana
HM368145	Ghana
HM368134	Ghana
HM368133	Ghana
HM368110	Ghana
HM368149	Ghana
HM368128	Ghana
HM368096	Ghana
HQ256772	Ghana
HM368123	Ghana
HM368115	Ghana
HM368161	Ghana
HM368104	Ghana
HM368135	Ghana
HM368159	Ghana
HM368158	Ghana
HM368136	Ghana
HM368114	Ghana
HM368144	Ghana
HM368130	Ghana
HM368099	Ghana
HM368106	Ghana
HM368129	Ghana
HM368107	Ghana
HM368120	Ghana
HM368148	Ghana
HM368138	Ghana
HM368150	Ghana
HM368155	Ghana
HM368109	Ghana
HM368101	Ghana
HM368162	Ghana
HM368108	Ghana
HQ256771	Ghana
HM368103	Ghana
HM368112	Ghana
HM368105	Ghana
HM368163	Ghana
HM368157	Ghana
HM368117	Ghana
HM368113	Ghana
HM368092	Ghana
HM368143	Ghana
MF537565	Cameroon
MF537568	Cameroon
MF537567	Cameroon
MF537560	Cameroon
MF537566	Cameroon
MF537561	Cameroon
MF537562	Cameroon
MF537563	Cameroon
MF537564	Cameroon
MF537571	Cameroon
MF537569	Cameroon
MF537573	Cameroon
MF537570	Cameroon
MF537572	Cameroon
MF537574	Cameroon
KT119785	Gabon
KX148202	Gabon
FJ440104	EquatorialGuinea
GU815999	Gabon
KU055517	Gabon
KT119783	Gabon
MW553270	Gabon
MW553269	Gabon
KT119775	Gabon
KT119777	Gabon
KT119771	Gabon
KT119772	Gabon
KX148201	Nigeria
KX522941	Russia
MT367573	China
AB505874	Uganda
JX856028	USA
JX855998	USA
JX856029	USA
JX855997	USA
JQ513555	Canada
MW055126	USA
MW055124	USA
JQ513558	Canada
JQ513560	Canada
JQ513557	Canada
JQ513556	Canada
JQ513559	Canada
JQ513554	Canada
MW055127	USA
KU888641	USA
KX148213	USA
GU991843	USA
JX856108	USA
JX856075	USA
JX856107	USA
KC792077	USA
KC791817	USA
KC792277	USA
KC792080	USA
KC791955	USA
KC792082	USA
GU991842	USA
MW055128	USA
KC792081	USA
JQ685987	USA
KC792192	USA
JX856072	USA
KC792194	USA
KC792218	USA
KC791910	USA
KC792216	USA
JX855994	USA
DQ275590	USA
DQ275567	USA
DQ275575	USA
DQ275597	USA
DQ275584	USA
DQ275580	USA
DQ275596	USA
DQ275594	USA
DQ275565	USA
KC792219	USA
DQ275574	USA
DQ275572	USA
DQ275564	USA
DQ275578	USA
DQ275585	USA
JQ513537	USA
JQ513535	USA
JQ513530	USA
JQ513532	USA
FJ228497	USA
FJ228495	USA
JQ513528	USA
JQ513536	USA
JQ513534	USA
JQ513533	USA
JQ513531	USA
MW055130	Haiti
MW055129	Haiti
EU886636	Austria
EU886631	Germany
KJ513053	Poland
KJ513026	Poland
KJ513043	Poland
KJ513028	Poland
KJ513044	Poland
KJ513033	Poland
KJ513051	Poland
KJ513047	Poland
KJ513035	Poland
KJ513056	Poland
KJ513037	Poland
KJ513041	Poland
KJ513034	Poland
KJ513049	Poland
KJ513036	Poland
KJ513022	Poland
KX365168	Romania
GU992311	CzechRepublic
GU992309	CzechRepublic
EU886634	Germany
MK111075	Hungary
MH660455	Germany
EU886635	Germany
EU886633	Austria
EU886632	Germany
KC522613	Slovenia
KR337545	Lithuania
KR337508	Latvia
KJ513023	Poland
KJ513038	Poland
KJ513052	Poland
KJ513054	Poland
KJ513030	Poland
KJ513031	Poland
KJ513040	Poland
KJ513046	Poland
KJ513057	Poland
KJ513025	Poland
KJ513029	Poland
KJ513027	Poland
KJ513032	Poland
KJ513045	Poland
KJ513050	Poland
KJ513042	Poland
KJ513039	Poland
KJ513024	Poland
KJ513055	Poland
KU055577	CzechRepublic
KU055578	CzechRepublic
KJ513048	Poland
MF630920	Russia
DQ661014	Brazil
AB628210	VietNam
GU992319	CzechRepublic
AB614372	VietNam
AB614385	VietNam
AB614384	VietNam
GU992322	Morocco
GU992320	France
KM584050	Iran
KM584049	Iran
KC792231	Nepal
KC792230	Nepal
KU055563	France
MK887205	Mexico
MK887206	Mexico
MK887204	Mexico
MK887203	Mexico
KU884973	France
EU530704	Peru
EU530702	Peru
EU530703	Peru
EU530709	Peru
EU530707	Peru
EU530711	Peru
EU530708	Peru
FJ228498	Peru
EU530710	Peru
EU530698	Peru
EU530705	Peru
EU530720	Peru
EU530716	Peru
EU530706	Peru
EU530718	Peru
EU530700	Peru
EU530701	Peru
EU530712	Peru
EU530719	Peru
EU530713	Peru
EU530715	Peru
EU530714	Peru
EU530717	Peru
EU530722	Peru
EU530723	Peru
EU530721	Peru
MK956098	Brazil
MK956097	Brazil
MK956099	Brazil
MK956101	Brazil
MK956100	Brazil
MW302194	Argentina
MW302193	Argentina
EU530699	Peru
FJ228499	Peru
KU938829	Peru
KU938752	Peru
KF831564	Peru
KF831540	Peru
EU530729	Peru
FJ228501	Peru
JX217812	Brazil
KR781549	Brazil
KR781546	Brazil
KR781548	Brazil
KR781547	Brazil
KR781551	Brazil
KR781552	Brazil
KR781545	Brazil
KR781542	Brazil
KR781566	Brazil
KR781541	Brazil
KR781538	Brazil
KR781539	Brazil
KR781543	Brazil
KR781525	Brazil
KR781524	Brazil
KR781522	Brazil
KR781567	Brazil
KR781568	Brazil
KR781544	Brazil
JX217790	Brazil
JX217781	Brazil
GU123654	Brazil
GU123653	Brazil
GU123655	Brazil
GU123656	Brazil
GU123652	Brazil
GU123651	Brazil
EU530725	Peru
KR781561	Brazil
JX217803	Brazil
JX217802	Brazil
JX217787	Brazil
JX217788	Brazil
JX217791	Brazil
JX217780	Brazil
JX217782	Brazil
JX217784	Brazil
JX217799	Brazil
KR781559	Brazil
KR781562	Brazil
JX217804	Brazil
KR781560	Brazil
KR781564	Brazil
KR781563	Brazil
KR781565	Brazil
KU938904	Peru
KR781569	Brazil
JN897319	Brazil
JN897312	Brazil
JN897316	Brazil
JN897313	Brazil
JN897317	Brazil
JN897320	Brazil
JN897315	Brazil
JN897314	Brazil
JX217797	Brazil
JX217792	Brazil
KR781604	Brazil
KR781554	Brazil
JX217806	Brazil
JX217779	Brazil
KR781536	Brazil
KR781528	Brazil
KR781534	Brazil
KR781530	Brazil
KR781531	Brazil
KR781529	Brazil
KR781527	Brazil
KR781602	Brazil
GU646814	Brazil
GU646798	Brazil
GU646833	Brazil
GU646801	Brazil
GU646804	Brazil
GU646811	Brazil
GU646838	Brazil
GU646837	Brazil
GU646802	Brazil
GU646800	Brazil
GU646852	Brazil
GU646851	Brazil
GU646810	Brazil
GU646812	Brazil
GU646853	Brazil
GU646805	Brazil
GU646840	Brazil
GU646807	Brazil
GU646830	Brazil
GU646835	Brazil
GU646832	Brazil
GU646803	Brazil
GU646797	Brazil
KX148215	Brazil
KX148214	Brazil
GU646847	Brazil
GU646806	Brazil
GU646799	Brazil
GU646834	Brazil
GU646831	Brazil
GU646839	Brazil
JX217801	Brazil
JX217795	Brazil
JN106462	Brazil
JN106463	Brazil
JN106461	Brazil
KX148216	Brazil
KR781593	Brazil
KR781595	Brazil
KR781601	Brazil
KR781555	Brazil
KR781606	Brazil
KR781599	Brazil
KR781597	Brazil
KR781584	Brazil
KR781578	Brazil
KR781600	Brazil
KR781605	Brazil
KR781558	Brazil
KR781607	Brazil
KR781598	Brazil
KR781572	Brazil
KR781589	Brazil
KR781583	Brazil
KR781603	Brazil
KR781580	Brazil
KR781533	Brazil
GU123662	Brazil
GU123658	Brazil
GU123660	Brazil
KR781590	Brazil
KR781588	Brazil
KR781532	Brazil
KR781574	Brazil
KR781535	Brazil
KR781587	Brazil
KR781526	Brazil
KR781586	Brazil
KR781523	Brazil
KR781570	Brazil
KR781581	Brazil
KR781576	Brazil
KR781582	Brazil
KR781596	Brazil
KR781571	Brazil
KR781557	Brazil
KR781556	Brazil
JN897310	Brazil
JN897309	Brazil
JN897311	Brazil
GU123659	Brazil
GU123657	Brazil
GU123661	Brazil
KR781579	Brazil
KR781577	Brazil
KR781573	Brazil
KR781585	Brazil
KR781575	Brazil
KR781592	Brazil
KR781591	Brazil
JX217794	Brazil
JX217789	Brazil
KR781540	Brazil
KX148217	Brazil
HQ116829	Chile
AY854503	Cuba
AY854520	Cuba
AY854519	Cuba
AY854504	Cuba
AY854502	Cuba
AY854505	Cuba
AY854506	Cuba
AY854507	Cuba
AY854512	Cuba
AY854513	Cuba
AY854511	Cuba
AY854510	Cuba
AY854509	Cuba
AY854518	Cuba
AY854508	Cuba
AY854515	Cuba
AY854516	Cuba
AY854514	Cuba
AY854517	Cuba
AY854523	Cuba
AY854522	Cuba
AY854521	Cuba
AY854525	Cuba
AY854524	Cuba
AY854529	Cuba
AY854528	Cuba
AY854530	Cuba
AY854532	Cuba
AY854531	Cuba
AY854533	Cuba
AY854534	Cuba
AY854527	Cuba
AY854526	Cuba
AY854543	Cuba
AY854542	Cuba
AY854544	Cuba
AY854545	Cuba
AY854546	Cuba
AY854547	Cuba
AY854538	Cuba
AY854537	Cuba
AY854536	Cuba
AY854535	Cuba
AY854539	Cuba
AY854540	Cuba
AY854541	Cuba
AY854548	Cuba
AY854553	Cuba
AY854552	Cuba
AY854554	Cuba
AY854549	Cuba
AY854551	Cuba
AY854550	Cuba
AY854555	Cuba
AY854557	Cuba
AY854556	Cuba
AY854558	Cuba
AY854559	Cuba
DQ837170	Cuba
DQ837169	Cuba
DQ837178	Cuba
DQ837180	Cuba
DQ837168	Cuba
DQ837183	Cuba
DQ837171	Cuba
DQ837173	Cuba
DQ837172	Cuba
DQ837175	Cuba
DQ837177	Cuba
DQ837176	Cuba
DQ837184	Cuba
AY854572	Cuba
AY854571	Cuba
AY854570	Cuba
AY854573	Cuba
AY854569	Cuba
AY854568	Cuba
AY854567	Cuba
AY854574	Cuba
AY854577	Cuba
AY854575	Cuba
AY854576	Cuba
AY854562	Cuba
AY854566	Cuba
AY854565	Cuba
AY854563	Cuba
AY854561	Cuba
AY854560	Cuba
AY854564	Cuba
AY854578	Cuba
EU086161	Colombia
JF693449	Colombia
JF693450	Colombia
JF693452	Colombia
JF693451	Colombia
DQ837167	Cuba
JF693454	Colombia
JF693453	Colombia
JF693455	Colombia
DQ837182	Cuba
DQ837181	Cuba
DQ837179	Cuba
KJ001509	Mexico
KX708504	Mexico
FJ228525	Mexico
FJ228523	Mexico
KT006769	Mexico
KX708503	Mexico
KJ001533	Mexico
KJ001525	Mexico
KJ001507	Mexico
KJ001503	Mexico
KJ001499	Mexico
KJ001501	Mexico
KJ001488	Mexico
KJ001502	Mexico
KJ001497	Mexico
KJ001518	Mexico
KJ001505	Mexico
KJ001516	Mexico
KJ001517	Mexico
KJ001500	Mexico
KJ001536	Mexico
KJ001515	Mexico
KJ001534	Mexico
KJ001504	Mexico
KJ001535	Mexico
KJ001491	Mexico
KJ001492	Mexico
KJ001490	Mexico
KJ001489	Mexico
KJ001513	Mexico
FJ228513	Mexico
FJ228512	Mexico
KJ001494	Mexico
JQ037823	Mexico
JQ037822	Mexico
JQ037820	Mexico
JQ037819	Mexico
JQ037824	Mexico
JQ037821	Mexico
KR902345	Mexico
KJ001495	Mexico
KJ001512	Mexico
KJ001531	Mexico
KJ001514	Mexico
KJ001511	Mexico
KJ001498	Mexico
KJ001493	Mexico
KJ001523	Mexico
KJ001524	Mexico
KJ001532	Mexico
KJ001506	Mexico
KJ001508	Mexico
KJ001496	Mexico
FJ228505	Mexico
FJ228502	Mexico
FJ228503	Mexico
FJ228504	Mexico
FJ228506	Mexico
FJ228511	Mexico
FJ228509	Mexico
FJ228507	Mexico
FJ228508	Mexico
FJ228510	Mexico
KX148102	Mexico
KX148111	Mexico
KX148110	Mexico
FJ228515	Mexico
FJ228516	Mexico
GU991847	Mexico
KJ001510	Mexico
FJ228673	USA
MW055107	Guatemala
KU550103	CostaRica
KX708502	Mexico
FJ228675	ElSalvador
FJ228517	Honduras
FJ228522	Mexico
FJ228521	Mexico
FJ228520	USA
FJ228519	Mexico
FJ228645	USA
FJ228640	USA
FJ228638	USA
FJ228637	USA
FJ228639	USA
FJ228581	USA
FJ228636	USA
FJ228668	USA
FJ228553	USA
FJ228552	USA
FJ228555	USA
FJ228527	Mexico
FJ228526	Mexico
FJ228646	USA
FJ228667	USA
FJ228666	USA
FJ228529	USA
KC791961	Mexico
FJ228532	Mexico
KX148112	Mexico
FJ228531	Mexico
FJ228533	Mexico
KU312295	Paraguay
KU312297	Paraguay
KU312288	Paraguay
KU312287	Paraguay
KU312290	Paraguay
KU312296	Paraguay
KU312291	Paraguay
KU312294	Paraguay
KU312286	Paraguay
KU312285	Paraguay
KF831543	CzechRepublic
KF831567	CzechRepublic
MH460409	Thailand
KF733452	France
MN756793	Nigeria
MN099706	Nigeria
JQ944709	Ethiopia
GU992323	France
GU992321	France
KF733451	France
EU004773	China
JQ685995	USA
KC791850	USA
FJ228538	USA
FJ228536	USA
GU992325	France
KF831539	USA
KF831532	USA
GU992324	France
KF831563	USA
KJ001522	Mexico
KJ001529	Mexico
GU991844	Mexico
JQ685975	Mexico
KJ001519	Mexico
KJ001521	Mexico
GU991845	Mexico
KJ001520	Mexico
KJ001530	Mexico
GU991846	Mexico
JQ685899	USA
KC792078	USA
FJ228541	USA
FJ228540	Mexico
FJ228542	Mexico
KC791956	USA
KC791819	USA
KC792043	USA
KC792033	USA
KC791818	USA
KC791825	USA
KC791822	USA
KC791810	USA
KC791806	USA
KC792196	Mexico
KX708501	Mexico
KX708499	Mexico
KX708500	Mexico
JQ513539	USA
JQ685894	USA
DQ275555	USA
KC792197	USA
JQ513540	USA
JQ513550	USA
JQ513544	USA
JQ513543	USA
DQ275558	USA
KC792084	USA
JQ513549	USA
DQ275556	USA
DQ275543	Thailand
KC792083	USA
JQ513545	USA
JQ513546	USA
JQ513541	USA
JQ513547	USA
DQ275557	USA
JQ685970	USA
KC791802	USA
KC791807	USA
MT036065	Egypt
MT036064	Egypt
HG764581	Egypt
MT036066	Egypt
MT134104	Egypt
MT134105	Egypt
KP119663	Egypt
KP119662	Egypt
MT134106	Egypt
MT134108	Egypt
MT134107	Egypt
MT134109	Egypt
MK760770	Egypt
MK760769	Egypt
MW055131	Egypt
DQ837462	Egypt
MG458316	Egypt
MG458317	Egypt
MG458315	Egypt
DQ837461	Egypt
DQ837463	Egypt
MT036068	Egypt
MT036067	Egypt
MT036069	Egypt
MT684781	Egypt
MT684779	Egypt
MT036061	Egypt
MT036063	Egypt
MT036062	Egypt
KX148101	Egypt
MK760768	Egypt
FJ228545	Mexico
FJ228544	Mexico
FJ228543	Mexico
FJ465401	SouthAfrica
FJ465395	SouthAfrica
JQ692994	SouthAfrica
FJ465398	SouthAfrica
MG458308	SouthAfrica
FJ392373	SouthAfrica
JQ692982	SouthAfrica
FJ392380	SouthAfrica
KX148221	SouthAfrica
MK858230	SouthAfrica
FJ465399	SouthAfrica
KT892013	SouthAfrica
FJ392377	SouthAfrica
JX088730	SouthAfrica
JQ692987	SouthAfrica
FJ392383	SouthAfrica
KX148222	SouthAfrica
KC660352	SouthAfrica
FJ465389	SouthAfrica
HQ266617	SouthAfrica
JQ692988	SouthAfrica
JQ692990	SouthAfrica
JX088729	SouthAfrica
HQ266630	SouthAfrica
FJ465386	SouthAfrica
FJ465405	SouthAfrica
FJ465406	SouthAfrica
FJ392384	SouthAfrica
FJ392389	SouthAfrica
JX088728	SouthAfrica
FJ392376	SouthAfrica
MK858229	SouthAfrica
JQ692991	SouthAfrica
FJ392370	SouthAfrica
JX088732	SouthAfrica
JQ692995	SouthAfrica
DQ194898	SouthAfrica
FJ392375	SouthAfrica
JX088731	SouthAfrica
JQ692986	SouthAfrica
DQ194899	SouthAfrica
JQ692981	SouthAfrica
FJ392366	SouthAfrica
MG458307	SouthAfrica
KU055534	SouthAfrica
HQ266616	SouthAfrica
JN899142	SouthAfrica
JQ692983	SouthAfrica
FJ465402	SouthAfrica
FJ392385	SouthAfrica
JQ692989	SouthAfrica
KU739041	Botswana
KX148219	Botswana
KU055533	Botswana
KU055532	Botswana
KX148218	Botswana
HQ266633	Zimbabwe
FJ392391	Zimbabwe
KY553255	Zimbabwe
KY553266	Zimbabwe
HQ266615	SouthAfrica
FJ465408	Zimbabwe
KY553278	Zimbabwe
KY553273	Zimbabwe
FJ392386	SouthAfrica
FJ392372	SouthAfrica
FJ392392	Namibia
FJ392382	SouthAfrica
FJ465403	SouthAfrica
FJ465390	SouthAfrica
FJ465409	Namibia
FJ465400	SouthAfrica
HQ266631	SouthAfrica
HQ266613	SouthAfrica
MH258831	India
MH258820	India
MW055212	India
MW055213	India
KX434515	India
KJ201891	India
MK248523	India
MK248522	India
MK248525	India
MK248524	India
KT381854	India
AY854599	India
KX434505	India
KF660245	India
DQ521232	India
DQ521228	India
KF535203	India
GU371882	India
KX434499	India
DQ521236	India
DQ521227	India
GU731668	India
GU371890	India
KT381828	India
GU371884	India
GU371883	India
GU371900	India
KT381855	India
GU371886	India
KX434497	India
KX685268	India
KM492765	India
KF150729	India
MH258810	India
MH258808	India
MH258814	India
MH258800	India
MH258811	India
MH258807	India
MH258796	India
MF474263	India
JN258578	India
JN258571	India
JN258556	India
JN258543	India
MF144114	India
KT381833	India
KP019943	India
MF474295	India
KU050069	India
GU371877	India
MF474316	India
FJ228546	USA
KU050061	India
MG950232	India
KM492750	India
MW055041	India
GU353138	Oman
GU353140	Oman
GU353139	Oman
